,district_name,grades_inperson_model,grades_hybrid_model,grades_remote_model,predominant_model,organization_type,reporting_period,update_date,alliance_district,remote,remote_num,hybrid_num,inperson_num,R,H,I,predom,city
4139,Norwich School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,Opportunity,0,1,10,1,0.0,2.0,0.0,2.0,"Norwich, CT"
4141,Old Saybrook School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Old Saybrook, CT"
4143,Orange School District,"PK, K, g1, g2, g3, g4, g5, g6",N/A,N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,1,8,0.0,0.0,3.0,3.0,"Orange, CT"
4146,Oxford School District,PK,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,13,1,0.0,2.0,0.0,2.0,"Oxford, CT"
4147,Plainfield School District,N/A,"PK, K","g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,12,2,1,1.0,0.0,0.0,1.0,"Plainfield, CT"
4148,Plainville School District,PK,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,13,1,0.0,2.0,0.0,2.0,"Plainville, CT"
4152,Plymouth School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Plymouth, CT"
4153,Pomfret School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,10,1,0.0,2.0,0.0,2.0,"Pomfret, CT"
4154,Portland School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Portland, CT"
4156,Preston School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,10,1,0.0,2.0,0.0,2.0,"Preston, CT"
4157,Putnam School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,Alliance,0,1,14,1,0.0,2.0,0.0,2.0,"Putnam, CT"
4158,Redding School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,10,1,0.0,2.0,0.0,2.0,"Redding, CT"
4159,Ridgefield School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Ridgefield, CT"
4160,Rocky Hill School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,1,14,0.0,0.0,3.0,3.0,"Rocky Hill, CT"
4161,Salem School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,1,10,0.0,0.0,3.0,3.0,"Salem, CT"
4162,Salisbury School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,1,10,0.0,0.0,3.0,3.0,"Salisbury, CT"
4163,Scotland School District,"PK, K, g1, g2, g3, g4, g5, g6",N/A,N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,1,8,0.0,0.0,3.0,3.0,"Scotland, CT"
4164,Seymour School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Seymour, CT"
4165,Sharon School District,"K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,1,9,0.0,0.0,3.0,3.0,"Sharon, CT"
4166,Shelton School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Shelton, CT"
4167,Sherman School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,1,10,0.0,0.0,3.0,3.0,"Sherman, CT"
4168,Simsbury School District,"PK, K, g1, g2","g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,10,4,0.0,2.0,0.0,2.0,"Simsbury, CT"
4169,Somers School District,PK,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,13,1,0.0,2.0,0.0,2.0,"Somers, CT"
4171,Southington School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8","g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,4,10,0.0,0.0,3.0,3.0,"Southington, CT"
4172,South Windsor School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"South Windsor, CT"
4173,Sprague School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,10,1,0.0,2.0,0.0,2.0,"Sprague, CT"
4174,Stafford School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Stafford, CT"
4175,Stamford School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,Alliance,0,1,14,1,0.0,2.0,0.0,2.0,"Stamford, CT"
4180,Sterling School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,1,10,0.0,0.0,3.0,3.0,"Sterling, CT"
4181,Stonington School District,PK,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,13,1,0.0,2.0,0.0,2.0,"Stonington, CT"
4182,Stratford School District,PK,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,13,1,0.0,2.0,0.0,2.0,"Stratford, CT"
4184,Suffield School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Suffield, CT"
4185,Thomaston School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Thomaston, CT"
4186,Thompson School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,Alliance,0,1,1,14,0.0,0.0,3.0,3.0,"Thompson, CT"
4189,Tolland School District,"PK, K","g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,12,2,0.0,2.0,0.0,2.0,"Tolland, CT"
4190,Torrington School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,Alliance,0,1,14,1,0.0,2.0,0.0,2.0,"Torrington, CT"
4191,Trumbull School District,PK,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,13,1,0.0,2.0,0.0,2.0,"Trumbull, CT"
4193,Union School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,1,10,0.0,0.0,3.0,3.0,"Union, CT"
4194,Vernon School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,Alliance,0,1,14,1,0.0,2.0,0.0,2.0,"Vernon, CT"
4195,Voluntown School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,10,1,0.0,2.0,0.0,2.0,"Voluntown, CT"
4196,Wallingford School District,"PK, K, g1, g2, g3, g4, g5","g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,7,7,0.0,0.0,0.0,0.0,"Wallingford, CT"
4202,Waterbury School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,Opportunity,0,1,1,14,0.0,0.0,3.0,3.0,"Waterbury, CT"
4203,Waterford School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Waterford, CT"
4205,Watertown School District,"PK, K, g1, g2, g3, g4, g5, g6, g7","g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,5,9,0.0,0.0,3.0,3.0,"Watertown, CT"
4206,Westbrook School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8","g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,4,10,0.0,0.0,3.0,3.0,"Westbrook, CT"
4207,West Hartford School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"West Hartford, CT"
4213,West Haven School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,Alliance,0,1,1,14,0.0,0.0,3.0,3.0,"West Haven, CT"
4214,Weston School District,PK,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,13,1,0.0,2.0,0.0,2.0,"Weston, CT"
4215,Westport School District,PK,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,13,1,0.0,2.0,0.0,2.0,"Westport, CT"
4216,Wethersfield School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Wethersfield, CT"
4217,Willington School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,1,10,0.0,0.0,3.0,3.0,"Willington, CT"
4218,Wilton School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Wilton, CT"
4220,Winchester School District,"PK, K, g1, g2, g3, g4, g5, g6",N/A,N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,Alliance,0,1,1,8,0.0,0.0,3.0,3.0,"Winchester, CT"
4221,Windham School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,Alliance,0,1,14,1,0.0,2.0,0.0,2.0,"Windham, CT"
4222,Windsor School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,Alliance,0,1,14,1,0.0,2.0,0.0,2.0,"Windsor, CT"
4223,Windsor Locks School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,Alliance,0,1,1,14,0.0,0.0,3.0,3.0,"Windsor Locks, CT"
4224,Wolcott School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Wolcott, CT"
4225,Woodbridge School District,"PK, K, g1, g2, g3, g4, g5, g6",N/A,N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,1,8,0.0,0.0,3.0,3.0,"Woodbridge, CT"
4226,Woodstock School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,10,1,0.0,2.0,0.0,2.0,"Woodstock, CT"
4275,Andover School District,"PK, K, g1, g2, g3, g4, g5, g6",N/A,N/A,,Public School Districts,"September 7, 2020 - September 11, 2020",2020-09-17T00:00:00.000,,0,1,1,8,0.0,0.0,3.0,3.0,"Andover, CT"
4276,Ansonia School District,PK,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 7, 2020 - September 11, 2020",2020-09-17T00:00:00.000,Alliance,0,1,13,1,0.0,2.0,0.0,2.0,"Ansonia, CT"
4277,Ashford School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,,Public School Districts,"September 7, 2020 - September 11, 2020",2020-09-17T00:00:00.000,,0,1,1,10,0.0,0.0,3.0,3.0,"Ashford, CT"
4278,Avon School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 7, 2020 - September 11, 2020",2020-09-17T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Avon, CT"
4281,Barkhamsted School District,"K, g1, g2, g3, g4, g5, g6",N/A,N/A,,Public School Districts,"September 7, 2020 - September 11, 2020",2020-09-17T00:00:00.000,,0,1,1,7,0.0,0.0,3.0,3.0,"Barkhamsted, CT"
4282,Berlin School District,"PK, K, g1, g2, g3, g4, g5","g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 7, 2020 - September 11, 2020",2020-09-17T00:00:00.000,,0,1,7,7,0.0,0.0,0.0,0.0,"Berlin, CT"
4283,Bethany School District,"PK, K, g1, g2, g3, g4, g5, g6",N/A,N/A,,Public School Districts,"September 7, 2020 - September 11, 2020",2020-09-17T00:00:00.000,,0,1,1,8,0.0,0.0,3.0,3.0,"Bethany, CT"
4284,Bethel School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 7, 2020 - September 11, 2020",2020-09-17T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Bethel, CT"
4286,Bloomfield School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 7, 2020 - September 11, 2020",2020-09-17T00:00:00.000,Alliance,0,1,14,1,0.0,2.0,0.0,2.0,"Bloomfield, CT"
4287,Bolton School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 7, 2020 - September 11, 2020",2020-09-17T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Bolton, CT"
4288,Bozrah School District,"PK, K, g1, g2, g3","g4, g5, g6, g7, g8",N/A,,Public School Districts,"September 7, 2020 - September 11, 2020",2020-09-17T00:00:00.000,,0,1,5,5,0.0,0.0,0.0,0.0,"Bozrah, CT"
4289,Branford School District,K,"g1, g2, g3, g4","g5, g6, g7, g8, g9, g10, g11, g12",,Public School Districts,"September 7, 2020 - September 11, 2020",2020-09-17T00:00:00.000,,0,8,4,1,1.0,0.0,0.0,1.0,"Branford, CT"
4290,Bridgeport School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8","g9, g10, g11, g12",N/A,,Public School Districts,"September 7, 2020 - September 11, 2020",2020-09-17T00:00:00.000,Opportunity,0,1,4,10,0.0,0.0,3.0,3.0,"Bridgeport, CT"
4291,Bristol School District,"PK, K, g1, g6, g9",N/A,"g2, g3, g4, g5, g7, g8, g10, g11, g12",,Public School Districts,"September 7, 2020 - September 11, 2020",2020-09-17T00:00:00.000,Alliance,0,9,1,5,1.0,0.0,0.0,1.0,"Bristol, CT"
4294,Brookfield School District,"PK, K","g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 7, 2020 - September 11, 2020",2020-09-17T00:00:00.000,,0,1,12,2,0.0,2.0,0.0,2.0,"Brookfield, CT"
4295,Brooklyn School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,,Public School Districts,"September 7, 2020 - September 11, 2020",2020-09-17T00:00:00.000,,0,1,10,1,0.0,2.0,0.0,2.0,"Brooklyn, CT"
4297,Canaan School District,"K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,,Public School Districts,"September 7, 2020 - September 11, 2020",2020-09-17T00:00:00.000,,0,1,1,9,0.0,0.0,3.0,3.0,"Canaan, CT"
4298,Canterbury School District,PK,"K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,,Public School Districts,"September 7, 2020 - September 11, 2020",2020-09-17T00:00:00.000,,0,1,9,1,0.0,2.0,0.0,2.0,"Canterbury, CT"
4299,Canton School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 7, 2020 - September 11, 2020",2020-09-17T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Canton, CT"
4301,Chaplin School District,"PK, K, g1, g2, g3, g4, g5, g6",N/A,N/A,,Public School Districts,"September 7, 2020 - September 11, 2020",2020-09-17T00:00:00.000,,0,1,1,8,0.0,0.0,3.0,3.0,"Chaplin, CT"
4302,Cheshire School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8","g9, g10, g11, g12",N/A,,Public School Districts,"September 7, 2020 - September 11, 2020",2020-09-17T00:00:00.000,,0,1,4,10,0.0,0.0,3.0,3.0,"Cheshire, CT"
4304,Chester School District,N/A,"K, g1, g2, g3, g4, g5, g6",N/A,,Public School Districts,"September 7, 2020 - September 11, 2020",2020-09-17T00:00:00.000,,0,1,7,1,0.0,2.0,0.0,2.0,"Chester, CT"
4305,Clinton School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 7, 2020 - September 11, 2020",2020-09-17T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Clinton, CT"
4306,Colchester School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 7, 2020 - September 11, 2020",2020-09-17T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Colchester, CT"
4307,Colebrook School District,"K, g1, g2, g3, g4, g5, g6",N/A,N/A,,Public School Districts,"September 7, 2020 - September 11, 2020",2020-09-17T00:00:00.000,,0,1,1,7,0.0,0.0,3.0,3.0,"Colebrook, CT"
4308,Columbia School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,,Public School Districts,"September 7, 2020 - September 11, 2020",2020-09-17T00:00:00.000,,0,1,10,1,0.0,2.0,0.0,2.0,"Columbia, CT"
4309,Cornwall School District,"K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,,Public School Districts,"September 7, 2020 - September 11, 2020",2020-09-17T00:00:00.000,,0,1,1,9,0.0,0.0,3.0,3.0,"Cornwall, CT"
4310,Coventry School District,PK,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 7, 2020 - September 11, 2020",2020-09-17T00:00:00.000,,0,1,13,1,0.0,2.0,0.0,2.0,"Coventry, CT"
4311,Cromwell School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 7, 2020 - September 11, 2020",2020-09-17T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Cromwell, CT"
4313,Danbury School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",,Public School Districts,"September 7, 2020 - September 11, 2020",2020-09-17T00:00:00.000,Alliance,0,14,1,1,1.0,0.0,0.0,1.0,"Danbury, CT"
4314,Darien School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 7, 2020 - September 11, 2020",2020-09-17T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Darien, CT"
4315,Deep River School District,N/A,"K, g1, g2, g3, g4, g5, g6",N/A,,Public School Districts,"September 7, 2020 - September 11, 2020",2020-09-17T00:00:00.000,,0,1,7,1,0.0,2.0,0.0,2.0,"Deep River, CT"
4317,Derby School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,,Public School Districts,"September 7, 2020 - September 11, 2020",2020-09-17T00:00:00.000,Opportunity,0,1,1,14,0.0,0.0,3.0,3.0,"Derby, CT"
4319,Eastford School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,,Public School Districts,"September 7, 2020 - September 11, 2020",2020-09-17T00:00:00.000,,0,1,1,10,0.0,0.0,3.0,3.0,"Eastford, CT"
4320,East Granby School District,N/A,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 7, 2020 - September 11, 2020",2020-09-17T00:00:00.000,,0,1,13,1,0.0,2.0,0.0,2.0,"East Granby, CT"
4321,East Haddam School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,,Public School Districts,"September 7, 2020 - September 11, 2020",2020-09-17T00:00:00.000,,0,1,1,14,0.0,0.0,3.0,3.0,"East Haddam, CT"
4322,East Hampton School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 7, 2020 - September 11, 2020",2020-09-17T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"East Hampton, CT"
4323,East Hartford School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 7, 2020 - September 11, 2020",2020-09-17T00:00:00.000,Opportunity,0,1,14,1,0.0,2.0,0.0,2.0,"East Hartford, CT"
4325,East Haven School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,,Public School Districts,"September 7, 2020 - September 11, 2020",2020-09-17T00:00:00.000,Opportunity,0,1,1,14,0.0,0.0,3.0,3.0,"East Haven, CT"
